id_eleve,serie_cible,math,physique,svt,francais,histoire,aptitude_logique,niveau_motivation,centre_interet,interesse_par_informatique,moyenne_generale
NS10177,SMP,77.0,88.0,50.0,63.0,57.0,3.0,Moyenne,Sciences et technologie,Oui,67.0
NS11078,SMP,80.0,81.0,73.0,55.0,63.0,4.0,Très élevée,Informatique,Non,70.4
NS10598,LLA,41.0,54.0,48.0,81.0,63.0,2.0,Élevée,Arts et culture,Non,57.4
NS12190,SES,77.0,62.0,55.0,90.0,71.0,2.0,Moyenne,Économie et société,Non,71.0
NS12531,SMP,67.0,91.0,73.0,67.0,58.0,3.0,Très élevée,,Oui,71.2
NS12667,LLA,66.0,61.0,,74.0,77.0,3.0,Moyenne,Arts et culture,Non,67.8
NS12786,LLA,60.0,47.0,62.0,75.0,69.0,2.0,Très élevée,Lettres et langues,Oui,62.6
NS10479,LLA,54.0,40.0,68.0,89.0,77.0,,Très élevée,Lettres et langues,Non,65.6
NS11967,SVT,58.0,62.43620026783378,95.33037429033696,76.0,,4.0,Élevée,Santé et environnement,Non,71.2
NS11057,SES,56.0,66.0,53.0,74.0,61.0,4.0,Élevée,Économie et société,Non,62.0
NS12268,SES,54.0,67.0,79.0,70.0,86.0,4.0,Élevée,Sciences et technologie,Non,71.2
NS10533,LLA,77.12681792455795,45.0,65.29491114461406,85.0,67.0,,Élevée,Arts et culture,Non,67.9
NS11103,LLA,62.0,45.0,55.0,84.92007052710022,79.04206649962212,2.0,Très élevée,Arts et culture,Non,65.2
NS11106,SVT,75.0,70.61416145864769,86.0,74.75306388855515,61.0,4.0,Élevée,Santé et environnement,,73.5
NS12927,SVT,66.0,60.0,81.0,61.0,71.0,3.0,Moyenne,Sciences et technologie,Non,67.8
NS11123,SMP,82.0,65.0,73.72359425118368,67.0,59.33557035163874,4.0,Moyenne,Sciences et technologie,Non,69.4
NS10942,SES,74.0,57.0,64.0,93.0,75.0,2.0,Très élevée,Sciences et technologie,Oui,72.6
NS10162,SMP,65.0,99.51156605506964,49.0,,81.5087534116855,4.0,Élevée,Informatique,Non,72.2
NS11551,SVT,73.0,79.0,74.0,70.0,84.0,3.0,Très élevée,Santé et environnement,Non,76.0
NS10965,SES,57.0,50.0,71.91423807970824,73.0,82.67451681960695,3.0,Très élevée,Économie et société,Non,66.9
NS10471,SES,67.0,45.0,59.0,83.0,90.0,3.0,Très élevée,Sciences et technologie,Non,68.8
NS10844,SES,50.0,52.0,57.0,93.0,98.0,2.0,Élevée,Économie et société,Non,70.0
NS10998,SMP,69.0,62.0,72.0,75.0,66.0,4.0,Élevée,Sciences et technologie,,68.8
NS11904,SES,58.0,49.0,63.0,77.0,76.0,3.0,Moyenne,,Oui,64.6
NS10030,SMP,89.0,98.0,64.0,85.0,49.0,5.0,Élevée,Sciences et technologie,Oui,77.0
NS12890,SES,76.0,62.0,59.0,91.0,70.0,,Élevée,Sciences et technologie,Oui,71.6
NS10423,LLA,42.0,48.0,65.0,70.0,93.0,3.0,Très élevée,Lettres et langues,Oui,63.6
NS10511,SVT,63.0,62.0,62.0,58.0,70.0,4.0,Très élevée,Sciences et technologie,Non,63.0
NS12758,SMP,71.0,86.0,74.0,79.0,56.0,5.0,Élevée,Sciences et technologie,Non,73.2
NS12737,SMP,83.0,73.0,59.0,70.0,71.0,5.0,Élevée,Informatique,Non,71.2
NS11393,SVT,81.0,64.0,69.0,58.0,64.0,3.0,Élevée,Sciences et technologie,Non,67.2
NS11586,SES,,52.0,52.0,68.0,89.0,4.0,Élevée,,Non,67.6
NS11929,SVT,55.0,70.0,83.0,77.0,75.0,2.0,Très élevée,Santé et environnement,Oui,72.0
NS12497,LLA,61.0,34.0,67.0,73.0,76.0,2.0,Élevée,Arts et culture,Oui,62.2
NS10787,LLA,49.0,53.0,53.0,76.0,87.0,2.0,Très élevée,Arts et culture,Non,63.6
NS12636,LLA,75.0,59.0,55.0,89.0,76.0,1.0,Très élevée,Lettres et langues,Non,70.8
NS12538,SES,58.0,57.0,63.0,82.0,78.0,3.0,Très élevée,Sciences et technologie,Non,67.6
NS10402,SVT,79.0,73.0,85.0,68.0,54.0,3.0,,Santé et environnement,Non,71.8
NS10433,LLA,68.0,48.0,48.0,77.0,,3.0,Très élevée,Lettres et langues,Non,59.6
NS11151,SES,68.0,65.0,65.0,74.0,93.0,2.0,,Économie et société,Non,73.0
NS10073,LLA,,42.0,71.0,88.0,75.0,,,Arts et culture,Non,66.6
NS11536,SMP,,84.0,65.0,64.0,67.0,5.0,Très élevée,Sciences et technologie,,70.6
NS12709,SES,64.0,41.0,63.0,80.0,90.0,3.0,,Économie et société,Non,67.6
NS10621,LLA,57.0,25.0,47.0,91.0,67.0,1.0,Très élevée,Arts et culture,Oui,57.4
NS11437,SMP,85.0,76.0,70.0,51.0,50.0,3.0,Très élevée,Informatique,,66.4
NS11559,SMP,,76.0,77.0,71.0,69.0,5.0,Élevée,Sciences et technologie,Oui,76.6
NS11566,SVT,60.0,58.0,95.0,72.0,70.0,2.0,Très élevée,Santé et environnement,Non,71.0
NS10324,SVT,79.0,83.0,81.0,74.0,65.0,2.0,Très élevée,Santé et environnement,Oui,76.4
NS10332,SVT,73.0,81.0,72.0,61.0,75.0,5.0,Très élevée,Sciences et technologie,Non,72.4
NS11392,SMP,84.0,76.0,69.0,62.0,45.0,4.0,Moyenne,Informatique,Non,67.2
NS10650,LLA,63.0,56.0,53.0,91.0,100.0,3.0,Très élevée,Lettres et langues,Non,72.6
NS12236,SMP,70.0,70.0,105.0,64.0,72.0,4.0,Très élevée,Sciences et technologie,Non,68.8
NS11533,SMP,73.0,81.0,66.0,51.0,60.0,3.0,Élevée,Informatique,Oui,66.2
NS12163,SMP,69.0,88.0,63.0,82.0,65.0,5.0,Très élevée,Informatique,Oui,73.4
NS10543,SMP,86.0,79.0,58.0,61.0,54.0,,Élevée,Informatique,Oui,67.6
NS12958,SVT,72.0,69.0,86.0,67.0,54.0,3.0,Très élevée,Santé et environnement,Non,69.6
NS11818,SVT,71.0,69.0,,69.0,69.0,4.0,Très élevée,Santé et environnement,Oui,70.8
NS11624,LLA,76.0,41.0,62.0,79.0,75.0,2.0,Très élevée,Arts et culture,Non,66.6
NS11177,SES,60.0,69.0,60.0,81.0,83.0,4.0,Très élevée,Sciences et technologie,Non,70.6
NS10679,SMP,75.0,79.0,85.0,59.0,69.0,5.0,Élevée,Sciences et technologie,Oui,73.4
NS12096,SVT,91.0,61.0,92.0,70.0,67.0,4.0,Élevée,Santé et environnement,Non,76.2
NS12029,SVT,65.0,82.0,82.0,68.0,53.0,3.0,Élevée,Sciences et technologie,Non,70.0
NS11659,SMP,83.0,80.0,65.0,49.0,58.0,5.0,,Sciences et technologie,Non,67.0
NS11637,SES,83.0,68.0,57.0,85.0,100.0,4.0,Très élevée,Économie et société,Non,78.6
NS10239,SVT,71.0,78.98345228044558,87.13783567577259,71.0,80.0,3.0,Moyenne,Santé et environnement,Oui,77.6
NS12124,SVT,67.0,63.0,83.0,65.0,86.0,4.0,,Santé et environnement,Non,72.8
NS12619,SES,63.0,55.0,55.0,68.0,100.0,3.0,Élevée,Économie et société,Non,68.2
NS12290,SVT,78.0,80.0,74.0,72.0,59.0,,Moyenne,Santé et environnement,Oui,72.6
NS10764,LLA,66.0,44.0,52.0,100.0,69.0,2.0,Très élevée,Arts et culture,Oui,66.2
NS11128,SES,76.0,58.0,76.0,80.0,82.0,4.0,Très élevée,Sciences et technologie,Oui,74.4
NS11885,SES,73.0,63.0,57.0,84.0,78.0,3.0,Moyenne,Économie et société,Oui,71.0
NS11116,SMP,79.0,98.0,62.0,66.0,68.0,5.0,Élevée,Sciences et technologie,Oui,74.6
NS11102,SVT,65.0,66.0,69.98658572994279,63.0,70.28975402334066,3.0,Élevée,Santé et environnement,Oui,66.9
NS12847,LLA,61.0,41.0,54.0,73.0,89.0,2.0,Élevée,Lettres et langues,Oui,63.6
NS12330,LLA,61.0,39.0,59.0,86.0,78.0,2.0,Élevée,Arts et culture,Oui,64.6
NS11361,SES,69.0,62.0,57.0,67.0,97.0,4.0,Très élevée,Économie et société,Non,70.4
NS12316,SVT,65.0,63.0,78.0,71.0,70.0,4.0,Très élevée,Santé et environnement,Oui,69.4
NS11407,SVT,66.0,62.0,80.0,80.0,77.0,3.0,Très élevée,Santé et environnement,Non,73.0
NS12529,SMP,91.0,78.0,92.0,75.0,62.0,4.0,Très élevée,Informatique,Non,79.6
NS10343,SES,73.0,58.0,59.0,74.0,71.0,2.0,Élevée,Économie et société,Oui,67.0
NS11105,SES,74.0,55.0,62.0,77.0,72.0,3.0,Très élevée,Économie et société,Oui,68.0
NS12592,LLA,57.0,58.0,47.0,94.0,74.0,2.0,Très élevée,Lettres et langues,Non,66.0
NS10557,SMP,86.0,62.0,56.0,63.0,72.0,4.0,Moyenne,Sciences et technologie,Oui,67.8
NS11475,SVT,64.0,77.0,90.0,67.0,69.0,3.0,Très élevée,Santé et environnement,Non,73.4
NS12703,SVT,77.0,81.0,76.0,77.0,66.0,4.0,Élevée,Santé et environnement,Non,75.4
NS10594,SMP,76.0,85.0,50.0,64.0,62.0,5.0,Très élevée,Sciences et technologie,Non,67.4
NS11557,SMP,87.0,,79.0,47.0,54.0,5.0,Élevée,Sciences et technologie,Oui,66.8
NS10411,LLA,62.0,69.0,58.0,81.0,61.0,2.0,Très élevée,Lettres et langues,Non,66.2
NS11055,SVT,64.0,70.0,73.0,55.0,57.0,3.0,Élevée,Santé et environnement,Non,63.8
NS12473,LLA,62.0,68.0,54.0,100.0,85.0,3.0,Très élevée,Arts et culture,,73.8
NS10108,SES,59.0,58.0,74.0,61.0,75.0,3.0,Élevée,Économie et société,Non,65.4
NS12025,SMP,73.0,85.0,62.0,70.0,78.0,4.0,Élevée,,Non,73.6
NS12706,LLA,63.0,,43.0,72.0,70.0,2.0,Très élevée,Arts et culture,Oui,61.4
NS10318,SMP,90.0,80.0,54.0,67.0,61.0,3.0,Très élevée,Sciences et technologie,Oui,70.4
NS12718,SMP,77.0,87.0,64.0,59.0,59.0,4.0,Élevée,Sciences et technologie,Oui,69.2
NS10840,SES,70.0,66.0,51.0,79.0,88.0,3.0,Très élevée,Sciences et technologie,Non,70.8
NS12957,SMP,88.0,74.0,80.0,53.0,63.0,5.0,Très élevée,Sciences et technologie,Oui,71.6
NS11351,SMP,81.24120551863015,58.65821399286332,73.0,56.0,48.0,,Très élevée,Sciences et technologie,Oui,63.4
NS12825,SES,90.0,65.0,66.0,77.0,84.0,2.0,Très élevée,Économie et société,Non,76.4
NS12366,SMP,100.0,86.0,69.0,48.0,59.0,5.0,Élevée,,Non,72.4
NS11882,SES,69.0,,53.0,78.0,85.0,4.0,Très élevée,Économie et société,Non,65.0
NS10680,SMP,63.0,86.0,59.0,73.0,66.0,5.0,Élevée,Sciences et technologie,Non,69.4
NS10729,SES,56.0,56.0,59.0,74.0,99.0,4.0,Très élevée,Économie et société,Non,68.8
NS10789,SVT,59.0,70.0,79.0,68.0,47.0,4.0,Très élevée,Santé et environnement,,64.6
NS11813,SES,78.0,74.0,59.0,76.0,80.0,4.0,Très élevée,Sciences et technologie,Non,73.4
NS11345,SVT,81.0,85.0,100.0,77.0,56.0,5.0,Très élevée,Santé et environnement,Non,79.8
NS11868,SVT,89.0,,73.0,67.0,59.0,4.0,Très élevée,Santé et environnement,Oui,73.2
NS12069,SVT,69.0,66.0,72.0,74.0,56.0,3.0,Élevée,Santé et environnement,Oui,67.4
NS10432,SMP,88.0,71.0,66.0,64.0,64.0,3.0,Élevée,Sciences et technologie,Non,70.6
NS10564,SVT,74.0,67.0,85.0,63.0,59.0,3.0,Élevée,Santé et environnement,Oui,69.6
NS11748,LLA,63.0,59.0,63.0,86.0,77.0,3.0,Très élevée,Lettres et langues,Non,69.6
NS11776,SES,69.0,41.0,69.0,71.0,66.0,4.0,Très élevée,Sciences et technologie,Non,63.2
NS10070,SES,58.0,70.0,56.16143714410393,75.0,62.36252689471463,4.0,Élevée,Économie et société,Non,64.3
NS11788,SVT,63.0,53.0,93.0,54.0,59.0,3.0,Très élevée,Santé et environnement,Non,64.4
NS11229,SMP,75.0,86.0,81.0,72.0,62.0,4.0,Élevée,,Non,75.2
NS11512,LLA,66.0,44.0,,89.0,77.0,1.0,Très élevée,Arts et culture,Non,63.4
NS10056,SES,74.0,38.460940753438045,,67.89803406645997,71.0,3.0,Élevée,Économie et société,Non,62.5
NS11601,SMP,83.0,85.0,54.0,74.0,58.0,5.0,Élevée,Sciences et technologie,Oui,70.8
NS10651,LLA,67.0,41.0,46.0,79.0,73.0,3.0,Très élevée,,Non,61.2
NS12176,SES,62.0,52.0,42.0,70.0,93.0,3.0,Élevée,Économie et société,Oui,63.8
NS10897,SES,62.0,50.0,61.18419101217943,84.0,70.07712621676042,4.0,Élevée,Sciences et technologie,Oui,65.5
NS10785,LLA,61.0,59.0,62.0,78.0,74.0,2.0,Très élevée,Arts et culture,Oui,66.8
NS10309,SMP,79.0,76.0,69.0,58.0,56.0,5.0,,Informatique,Non,67.6
NS12404,LLA,56.0,,58.0,100.0,93.0,2.0,Moyenne,Lettres et langues,Non,68.4
NS11741,SES,73.0,41.0,63.0,76.0,69.0,2.0,Élevée,Économie et société,Non,64.4
NS10907,LLA,45.0,62.0,58.0,85.0,78.0,2.0,Très élevée,Lettres et langues,Non,65.6
NS10602,SVT,72.0,66.0,77.0,80.0,60.0,3.0,Très élevée,Santé et environnement,Non,71.0
NS11178,SMP,89.0,69.0,88.0,62.0,70.0,4.0,Moyenne,Sciences et technologie,Oui,75.6
NS12297,SES,74.0,52.0,61.0,81.0,,3.0,Très élevée,Économie et société,Non,66.4
NS11745,LLA,,48.0,58.0,85.0,74.0,2.0,Très élevée,,Non,66.2
NS11161,SMP,71.90754012924828,68.0,68.16005866954112,79.0,61.0,5.0,Moyenne,Informatique,Oui,69.6
NS11509,SMP,60.0,78.0,90.0,65.0,62.0,3.0,Moyenne,Sciences et technologie,Non,71.0
NS12095,LLA,55.0,49.0,60.0,82.0,88.0,3.0,Très élevée,Arts et culture,Non,66.8
NS11577,SMP,98.57557075276372,58.0,52.0,69.0,76.09635056644426,4.0,Élevée,Sciences et technologie,Non,70.7
NS10572,SES,61.0,51.0,78.0,81.0,87.0,3.0,Très élevée,Sciences et technologie,Non,71.6
NS10554,SES,59.0,51.0,57.0,81.0,75.0,3.0,Très élevée,Économie et société,Oui,64.6
NS10945,SMP,84.0,75.0,62.0,74.0,59.0,4.0,Élevée,Sciences et technologie,Non,70.8
NS12996,SES,53.0,63.0,76.0,72.0,80.0,3.0,Élevée,Sciences et technologie,Oui,68.8
NS10874,SES,62.0,63.0,55.0,88.0,85.0,4.0,Très élevée,Sciences et technologie,Non,70.6
NS12994,SES,74.0,59.0,72.0,95.0,58.0,4.0,Très élevée,Économie et société,Oui,71.6
NS11569,SMP,85.0,80.0,55.0,75.0,58.0,4.0,Très élevée,Sciences et technologie,Oui,70.6
NS12668,SVT,74.0,73.0,,68.0,,,Élevée,Santé et environnement,Non,70.0
NS12627,SVT,65.0,70.0,86.0,84.0,63.0,3.0,Élevée,Santé et environnement,Oui,73.6
NS11553,SES,59.0,59.0,59.0,84.0,84.0,2.0,Très élevée,Économie et société,Non,69.0
NS10120,SES,61.0,68.0,67.0,83.0,75.0,4.0,Très élevée,Économie et société,Non,70.8
NS12659,SES,62.0,53.0,57.0,62.0,82.0,3.0,Élevée,Sciences et technologie,Oui,63.2
NS10809,LLA,63.0,56.0,61.0,75.0,81.0,2.0,Très élevée,Lettres et langues,Oui,67.2
NS12186,SES,74.0,45.0,69.0,71.0,86.0,3.0,Moyenne,Économie et société,Non,69.0
NS11618,LLA,54.0,46.0,69.0,90.0,72.0,2.0,Élevée,Lettres et langues,Non,66.2
NS10313,LLA,60.0,62.0,,98.0,,3.0,Élevée,Arts et culture,Non,68.4
NS11562,SMP,87.0,93.0,,79.0,56.0,,Élevée,Sciences et technologie,Oui,78.0
NS10233,SES,65.0,54.0,41.0,82.0,73.0,3.0,Très élevée,Économie et société,Non,63.0
NS10507,SMP,78.0,71.0,81.0,69.0,59.0,5.0,Élevée,Informatique,Non,71.6
NS11336,SVT,72.0,,92.0,76.0,47.0,4.0,Élevée,Santé et environnement,Oui,73.4
NS11385,LLA,42.06743406918923,57.0,48.0,77.12942216661435,94.0,3.0,Très élevée,Arts et culture,Non,63.6
NS10111,SVT,65.0,56.04453281839781,89.0,55.80275735995339,70.0,4.0,Très élevée,Santé et environnement,Non,67.2
NS11578,SVT,71.0,76.0,93.0,67.0,71.0,4.0,Moyenne,Sciences et technologie,Oui,75.6
NS10410,SMP,81.0,78.0,57.0,71.0,56.0,5.0,Élevée,Sciences et technologie,Oui,68.6
NS10218,SES,63.0,59.0,66.0,66.0,73.0,3.0,Élevée,Économie et société,Oui,65.4
NS12114,LLA,66.0,32.0,65.0,85.0,74.0,2.0,Très élevée,Lettres et langues,Non,64.4
NS11307,SMP,73.0,66.0,67.0,64.0,37.0,2.0,Élevée,Sciences et technologie,Oui,61.4
NS11080,LLA,63.0,48.0,61.0,76.0,82.0,3.0,Très élevée,Lettres et langues,,66.0
NS10759,SES,63.0,48.3243464963269,67.0,88.0,62.99272970355732,5.0,Élevée,Économie et société,Non,65.9
NS10911,SMP,85.0,83.0,59.0,70.0,52.0,5.0,Élevée,Sciences et technologie,Oui,69.8
NS10807,LLA,60.0,56.0,68.0,69.0,80.0,3.0,Très élevée,Arts et culture,Non,66.6
NS10439,SVT,53.0,75.0,76.0,63.0,64.0,2.0,Élevée,Santé et environnement,Oui,66.2
NS10544,LLA,64.0,53.0,52.0,90.0,67.0,3.0,Très élevée,,Non,65.2
NS10485,LLA,51.0,48.0,43.0,80.0,82.0,1.0,Très élevée,Lettres et langues,Oui,60.8
NS12475,SES,78.0,42.0,42.0,66.0,76.0,4.0,Très élevée,Économie et société,Non,60.8
NS10387,LLA,60.0,61.0,64.0,83.0,80.0,2.0,Très élevée,Arts et culture,Non,69.6
NS12916,LLA,54.0,51.0,58.0,100.0,84.0,2.0,Très élevée,Lettres et langues,Oui,69.4
NS11192,SES,81.0,53.0,58.0,63.0,85.0,3.0,Très élevée,Sciences et technologie,Oui,68.0
NS11230,SES,66.0,45.0,50.0,74.0,77.0,4.0,Très élevée,Économie et société,Oui,62.4
NS11210,LLA,62.0,,37.0,84.0,72.0,,Très élevée,Arts et culture,Non,59.6
NS11273,SVT,64.0,58.0,79.0,79.0,65.0,4.0,Très élevée,Santé et environnement,Oui,69.0
NS11939,SES,65.0,63.0,60.0,82.0,65.0,2.0,Très élevée,Économie et société,Non,67.0
NS12303,LLA,63.0,48.0,58.0,92.0,67.0,2.0,Élevée,Lettres et langues,Non,65.6
NS10930,SVT,78.0,65.0,90.0,78.0,81.0,1.0,Moyenne,Santé et environnement,Non,78.4
NS10135,SES,85.0,59.0,58.0,74.0,88.0,2.0,Très élevée,Économie et société,Non,72.8
NS11780,SMP,97.0,67.0,60.0,81.0,51.0,5.0,Élevée,Informatique,Non,71.2
NS12167,SMP,79.0,84.0,73.0,69.0,57.0,4.0,Élevée,Sciences et technologie,Oui,72.4
NS11497,SVT,80.0,76.0,67.0,69.0,69.0,4.0,Très élevée,Santé et environnement,Non,72.2
NS12256,SMP,79.0,79.0,80.0,60.0,61.0,4.0,Moyenne,Sciences et technologie,Oui,71.8
NS10366,LLA,63.0,36.0,57.0,88.0,73.0,2.0,Très élevée,Arts et culture,Non,63.4
NS12024,SES,68.0,62.0,56.0,66.0,77.0,3.0,Moyenne,Économie et société,Non,65.8
NS12897,SES,60.0,64.0,71.0,76.0,74.0,3.0,Élevée,Sciences et technologie,Oui,69.0
NS10029,SVT,82.0,67.0,83.0,76.0,82.0,2.0,,Santé et environnement,Non,78.0
NS12501,SMP,79.0,85.0,59.0,73.0,55.0,5.0,Élevée,Informatique,,70.2
NS12968,SES,63.0,,72.0,82.0,,3.0,Élevée,Économie et société,Non,69.0
NS11047,SMP,76.0,74.0,80.0,68.0,45.0,5.0,Moyenne,Sciences et technologie,Oui,68.6
NS12887,LLA,71.0,47.0,50.0,87.0,77.0,3.0,Élevée,Arts et culture,Non,66.4
NS11421,SVT,69.0,73.0,83.0,62.0,76.0,3.0,Très élevée,Santé et environnement,Oui,72.6
NS11488,SES,72.0,68.0,66.0,56.0,82.0,2.0,Très élevée,Économie et société,Non,68.8
NS10183,LLA,61.0,57.0,46.0,81.0,79.0,2.0,Élevée,Arts et culture,Non,64.8
NS11134,LLA,73.0,45.0,52.0,76.0,87.0,1.0,Très élevée,Lettres et langues,Oui,66.6
NS10188,SES,68.0,44.0,43.0,89.0,81.0,3.0,Élevée,Sciences et technologie,Non,65.0
NS10420,SMP,83.0,89.0,54.0,64.0,65.0,4.0,Très élevée,Sciences et technologie,Non,71.0
NS10170,SMP,77.0,87.0,51.0,59.0,74.0,,Élevée,Sciences et technologie,,69.6
NS11377,SES,50.0,61.0,66.10553163375704,88.0,87.60825761271896,2.0,Très élevée,Économie et société,Non,70.5
NS10460,LLA,69.0,45.0,68.0,73.0,78.0,3.0,Élevée,Lettres et langues,Oui,66.6
NS10043,SES,64.0,59.0,70.0,73.0,66.0,3.0,Élevée,Économie et société,Non,66.4
NS10087,SES,59.0,54.0,69.0,,90.0,5.0,Élevée,Économie et société,Non,71.2
NS11322,SMP,85.0,90.0,65.0,72.0,68.0,4.0,Élevée,Informatique,Oui,76.0
NS11740,LLA,62.0,61.0,59.0,77.0,87.0,3.0,Très élevée,Lettres et langues,Non,69.2
NS10705,SMP,86.0,96.0,72.0,66.0,62.0,4.0,Élevée,Sciences et technologie,Oui,76.4
NS10903,SVT,61.0,56.91221251574814,93.0,57.0,91.8179939632472,4.0,Très élevée,Sciences et technologie,Oui,71.9
NS10282,SMP,75.0,68.0,97.0,65.0,45.0,4.0,Élevée,Informatique,Oui,70.0
NS12458,SVT,60.0,80.0,76.0,59.0,65.0,3.0,Élevée,Sciences et technologie,Non,68.0
NS10693,SVT,67.0,83.0,74.0,58.0,60.0,4.0,Moyenne,Santé et environnement,Oui,68.4
NS12089,SES,63.0,55.0,56.0,77.0,68.0,4.0,Élevée,Économie et société,Oui,63.8
NS12066,LLA,51.0,56.0,53.0,,83.0,3.0,Élevée,Lettres et langues,Oui,67.2
NS10257,LLA,67.0,42.0,65.0,76.0,77.0,3.0,Très élevée,Lettres et langues,Non,65.4
NS12644,SES,52.0,59.0,44.0,74.0,88.0,2.0,Moyenne,Économie et société,Non,63.4
NS12594,SES,53.0,51.0,49.0,83.0,71.0,4.0,Très élevée,Économie et société,Non,61.4
NS12442,LLA,50.0,61.0,69.0,80.0,90.0,3.0,Très élevée,Lettres et langues,Non,70.0
NS12883,SES,66.0,39.0,69.0,68.0,78.0,3.0,Très élevée,Économie et société,Non,64.0
NS11216,SMP,81.0,74.0,56.0,67.0,62.0,3.0,Très élevée,Sciences et technologie,Oui,68.0
NS11041,SES,48.0,64.0,72.0,77.0,78.0,4.0,Élevée,Économie et société,Oui,67.8
NS12453,SVT,71.0,53.0,92.0,74.0,51.0,4.0,Très élevée,Santé et environnement,Oui,68.2
NS10149,SMP,74.0,82.0,65.0,62.0,59.0,5.0,Élevée,Sciences et technologie,Oui,68.4
NS11736,SVT,70.0,63.0,72.0,75.0,65.0,4.0,Très élevée,Sciences et technologie,Non,69.0
NS12358,LLA,54.0,43.0,46.0,74.0,65.0,3.0,Très élevée,Lettres et langues,Non,56.4
NS12392,LLA,63.0,66.0,58.0,89.0,74.0,3.0,Élevée,Lettres et langues,Non,70.0
NS12441,SES,70.0,74.0,68.0,84.0,86.0,3.0,Élevée,Sciences et technologie,Oui,76.4
NS12112,LLA,49.0,54.0,77.19482916757741,79.0,92.8699874097943,3.0,Très élevée,Lettres et langues,Oui,70.4
NS12417,SVT,66.0,68.0,100.0,60.0,,3.0,Très élevée,Santé et environnement,Oui,74.4
NS10134,SMP,71.0,87.0,69.0,77.0,59.0,4.0,Élevée,Sciences et technologie,,72.6
NS12930,LLA,47.0,59.0,65.0,82.0,77.0,3.0,Élevée,Arts et culture,Non,66.0
NS10831,SVT,79.0,62.0,84.0,52.0,64.0,3.0,Très élevée,Santé et environnement,Oui,68.2
NS11800,SES,62.0,42.0,66.0,69.0,76.0,4.0,Très élevée,Sciences et technologie,Oui,63.0
NS12929,SMP,77.48143836053983,,72.76572665916432,47.0,50.0,4.0,Moyenne,Sciences et technologie,Oui,66.8
NS12988,SES,72.0,49.0,53.0,79.0,82.0,3.0,Élevée,Sciences et technologie,Oui,67.0
NS11898,LLA,66.0,54.0,56.0,86.0,70.0,4.0,Élevée,Lettres et langues,Non,66.4
NS10864,SES,58.0,,62.0,87.0,95.0,2.0,Élevée,Économie et société,Oui,73.4
NS10528,SVT,,64.0,92.0,70.0,84.0,3.0,Très élevée,Santé et environnement,Non,77.6
NS12219,SMP,76.0,72.0,80.0,64.0,70.0,5.0,Élevée,Sciences et technologie,Non,72.4
NS10430,SES,66.0,67.0,65.0,78.0,51.0,4.0,Élevée,Sciences et technologie,Non,65.4
NS12743,SVT,71.0,69.0,79.0,62.0,68.0,2.0,Élevée,Santé et environnement,Non,69.8
NS11744,SMP,75.0,85.0,58.0,77.0,50.0,4.0,Élevée,Informatique,Non,69.0
NS10610,LLA,64.0,58.0,73.0,96.0,86.0,2.0,Élevée,Arts et culture,Oui,75.4
NS10949,SMP,100.0,87.0,62.0,62.0,53.0,3.0,Élevée,Sciences et technologie,Oui,72.8
NS12811,LLA,49.0,48.0,63.0,81.0,76.0,2.0,Très élevée,Lettres et langues,Non,63.4
NS10221,SVT,58.0,68.0,80.0,94.0,65.0,2.0,Très élevée,Santé et environnement,Oui,73.0
NS11915,LLA,72.0,55.0,,82.0,61.0,3.0,Élevée,Lettres et langues,Non,66.0
NS12411,SES,61.0,61.0,59.0,72.0,92.0,3.0,Élevée,Économie et société,Non,69.0
NS11036,SMP,70.0,74.0,61.0,52.0,49.0,5.0,Élevée,Sciences et technologie,Oui,61.2
NS12645,SVT,65.0,62.0,75.0,,62.0,4.0,Très élevée,Santé et environnement,Non,69.8
NS10932,SMP,80.0,80.0,78.0,73.0,57.0,5.0,Très élevée,Sciences et technologie,Oui,73.6
NS12555,SMP,81.0,67.0,77.0,73.0,74.0,4.0,Élevée,Informatique,Oui,74.4
NS10173,LLA,72.0,63.0,42.0,86.0,58.0,3.0,Élevée,Arts et culture,Non,64.2
NS10565,SVT,82.0,75.0,91.0,84.0,61.0,4.0,Élevée,Santé et environnement,Non,78.6
NS11960,LLA,44.0,42.0,65.0,100.0,77.0,2.0,Très élevée,Arts et culture,Non,65.6
NS10812,LLA,51.0,37.0,38.0,73.0,65.0,3.0,Très élevée,Arts et culture,Oui,52.8
NS12687,LLA,68.0,52.0,68.0,87.0,78.0,3.0,Très élevée,Lettres et langues,Non,70.6
NS10958,SMP,82.0,73.0,83.0,64.0,68.0,5.0,Élevée,Informatique,Non,74.0
NS10527,LLA,56.0,54.0,52.0,85.0,87.0,2.0,Moyenne,Lettres et langues,Non,66.8
NS11413,SVT,83.0,64.0,90.0,82.0,58.0,3.0,Très élevée,,Oui,75.4
NS11611,SES,84.0,52.0,55.0,81.0,73.0,3.0,Très élevée,Économie et société,Non,69.0
NS10272,LLA,38.0,44.0,50.0,85.0,78.0,2.0,Élevée,Arts et culture,Oui,59.0
NS10926,SMP,78.41867274912262,65.0,58.0,70.0,60.70374625931452,4.0,Très élevée,Sciences et technologie,Oui,66.4
NS11739,SVT,79.0,68.0,96.0,56.0,57.0,4.0,Élevée,Santé et environnement,Non,71.2
NS10847,SVT,66.0,65.0,100.0,78.0,72.0,3.0,Très élevée,Sciences et technologie,Non,76.2
